language,html_url,date,n-commits,n-committers,committers,all-commits,by-frequent,rank-other,rank-0,rank-1,rank-2,rank-3,rank-4
Clojure,https://github.com/krajj7/BotHack,2014-03-08,3,1,"#tech.v3.dataset.column<string>[3]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",3.0,[{0 3}],0,3,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-09,3,1,"#tech.v3.dataset.column<string>[3]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",6.0,[{0 6}],0,6,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-12,4,1,"#tech.v3.dataset.column<string>[4]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",10.0,[{0 10}],0,10,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-15,2,1,"#tech.v3.dataset.column<string>[2]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",12.0,[{0 12}],0,12,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-16,1,1,"#tech.v3.dataset.column<string>[1]
:email
[krajj7@users.noreply.github.com]",13.0,[{0 13}],0,13,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-17,1,1,"#tech.v3.dataset.column<string>[1]
:email
[krajj7@users.noreply.github.com]",14.0,[{0 14}],0,14,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-18,1,1,"#tech.v3.dataset.column<string>[1]
:email
[krajj7@users.noreply.github.com]",15.0,[{0 15}],0,15,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-24,2,1,"#tech.v3.dataset.column<string>[2]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",17.0,[{0 17}],0,17,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-25,2,1,"#tech.v3.dataset.column<string>[2]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",19.0,[{0 19}],0,19,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-26,2,1,"#tech.v3.dataset.column<string>[2]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",21.0,[{0 21}],0,21,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-28,1,1,"#tech.v3.dataset.column<string>[1]
:email
[krajj7@users.noreply.github.com]",22.0,[{0 22}],0,22,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-03-30,4,1,"#tech.v3.dataset.column<string>[4]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",26.0,[{0 26}],0,26,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-04-02,2,1,"#tech.v3.dataset.column<string>[2]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",28.0,[{0 28}],0,28,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-04-03,5,1,"#tech.v3.dataset.column<string>[5]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",33.0,[{0 33}],0,33,0,0,0,0
Clojure,https://github.com/krajj7/BotHack,2014-04-06,5,1,"#tech.v3.dataset.column<string>[5]
:email
[krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com, krajj7@users.noreply.github.com]",38.0,[{0 38}],0,38,0,0,0,0
